,Date,Location,Demographic_Category,census,Not_Vaccinated,Administered_Dose1,Series_Complete_Yes
5978,2021-12-28,4,34,105426.0,-14354.0,119780.0,99837.0
5979,2021-12-28,17,34,1641.0,258.0,1383.0,1337.0
5980,2021-12-28,44,28,945523.0,410228.0,535295.0,466115.0
5981,2021-12-28,50,28,13093.0,3961.0,9132.0,7845.0
5982,2021-12-28,54,29,,,41.0,32.0
5983,2021-12-28,1,29,,,0.0,0.0
5984,2021-12-28,17,38,365.0,54.0,311.0,290.0
5985,2021-12-28,21,38,103825.0,4881.0,98944.0,82644.0
5986,2021-12-28,26,40,204992.0,33757.0,171235.0,143558.0
5987,2021-12-28,13,40,1129308.0,399720.0,729588.0,631175.0
5988,2021-12-28,11,46,33799.0,11320.0,22479.0,18834.0
5989,2021-12-28,53,35,124631.0,6090.0,118541.0,106834.0
5990,2021-12-28,51,35,636737.0,39273.0,597464.0,559189.0
5991,2021-12-28,35,5,71362.0,71362.0,0.0,0.0
5992,2021-12-28,40,5,6284.0,6284.0,0.0,0.0
5993,2021-12-28,8,39,4542838.0,1016916.0,3525922.0,3109470.0
5994,2021-12-28,6,39,409681.0,148799.0,260882.0,209379.0
5995,2021-12-28,18,14,367011.0,28917.0,338094.0,307727.0
5996,2021-12-28,37,14,842412.0,-7968.0,850380.0,776876.0
5997,2021-12-28,2,15,454474.0,351479.0,102995.0,63287.0
5998,2021-12-28,60,15,187691.0,138668.0,49023.0,32711.0
5999,2021-12-28,10,21,161278.0,39976.0,121302.0,110166.0
6000,2021-12-28,51,21,655765.0,146429.0,509336.0,476789.0
6001,2021-12-28,6,37,1271860.0,368405.0,903455.0,732312.0
6002,2021-12-28,44,37,3090317.0,1067258.0,2023059.0,1790569.0
6003,2021-12-28,26,1,60580.0,15441.0,45139.0,36053.0
6004,2021-12-28,59,1,4928.0,2523.0,2405.0,2072.0
6005,2021-12-28,44,20,5068329.0,1706272.0,3362057.0,3022116.0
6006,2021-12-28,26,20,685918.0,128713.0,557205.0,464577.0
6007,2021-12-28,53,36,102680.0,29311.0,73369.0,65469.0
6008,2021-12-28,33,36,427211.0,87153.0,340058.0,300576.0
6009,2021-12-28,18,33,45418.0,45418.0,0.0,0.0
6010,2021-12-28,30,33,27183.0,27183.0,0.0,0.0
6011,2021-12-28,59,40,12708.0,6122.0,6586.0,5784.0
6012,2021-12-28,57,40,1436301.0,67716.0,1368585.0,1166203.0
6013,2021-12-28,35,28,294160.0,106070.0,188090.0,157088.0
6014,2021-12-28,34,28,5554.0,541.0,5013.0,4492.0
6015,2021-12-28,19,34,255839.0,-9004.0,264843.0,247813.0
6016,2021-12-28,20,34,330.0,-386.0,716.0,678.0
6017,2021-12-28,32,38,170392.0,10321.0,160071.0,149701.0
6018,2021-12-28,54,38,182886.0,6282.0,176604.0,156684.0
6019,2021-12-28,30,15,40366.0,30927.0,9439.0,5866.0
6020,2021-12-28,15,15,144791.0,114017.0,30774.0,21500.0
6021,2021-12-28,26,21,158366.0,7770.0,150596.0,128506.0
6022,2021-12-28,34,21,3859.0,69.0,3790.0,3486.0
6023,2021-12-28,43,1,258448.0,24973.0,233475.0,198330.0
6024,2021-12-28,1,1,52055.0,3358.0,48697.0,42093.0
6025,2021-12-28,59,46,5094.0,2176.0,2918.0,2565.0
6026,2021-12-28,50,46,6524.0,1775.0,4749.0,4072.0
6027,2021-12-28,1,14,285265.0,-37798.0,323063.0,283545.0
6028,2021-12-28,6,14,635132.0,-29736.0,664868.0,541585.0
6029,2021-12-28,11,36,66357.0,132.0,66225.0,59008.0
6030,2021-12-28,60,36,225034.0,28804.0,196230.0,181535.0
6031,2021-12-28,59,29,,,0.0,0.0
6032,2021-12-28,52,29,,,0.0,0.0
6033,2021-12-28,57,33,251641.0,251641.0,0.0,0.0
6034,2021-12-28,56,33,144642.0,144642.0,0.0,0.0
6035,2021-12-28,54,37,997701.0,27761.0,969940.0,879695.0
6036,2021-12-28,42,37,255656.0,63937.0,191719.0,173701.0
6037,2021-12-28,32,39,457458.0,111356.0,346102.0,308168.0
6038,2021-12-28,19,39,588361.0,188250.0,400111.0,365852.0
6039,2021-12-28,55,35,302829.0,15759.0,287070.0,244315.0
6040,2021-12-28,40,35,10926.0,-1144.0,12070.0,11388.0
6041,2021-12-28,11,20,315673.0,23982.0,291691.0,255389.0
6042,2021-12-28,52,20,3546935.0,274727.0,3272208.0,2713401.0
6043,2021-12-28,46,5,24112.0,24112.0,0.0,0.0
6044,2021-12-28,9,5,21432.0,21432.0,0.0,0.0
6045,2021-12-28,5,21,133405.0,1651.0,131754.0,121281.0
6046,2021-12-28,47,21,671975.0,98186.0,573789.0,517158.0
6047,2021-12-28,29,34,372352.0,-30416.0,402768.0,347815.0
6048,2021-12-28,32,34,220027.0,4445.0,215582.0,198565.0
6049,2021-12-28,50,37,36573.0,11481.0,25092.0,22463.0
6050,2021-12-28,30,37,298866.0,62884.0,235982.0,195399.0
6051,2021-12-28,36,20,1533857.0,623203.0,910654.0,798906.0
6052,2021-12-28,6,20,1996313.0,606470.0,1389843.0,1132547.0
6053,2021-12-28,6,35,368050.0,-27194.0,395244.0,320345.0
6054,2021-12-28,39,35,1354093.0,-203959.0,1558052.0,1296966.0
6055,2021-12-28,29,39,894791.0,174337.0,720454.0,610166.0
6056,2021-12-28,12,39,337442.0,36121.0,301321.0,252606.0
6057,2021-12-28,41,5,2593.0,2593.0,0.0,0.0
6058,2021-12-28,50,5,3793.0,3793.0,0.0,0.0
6059,2021-12-28,22,14,3734229.0,195006.0,3539223.0,3158997.0
6060,2021-12-28,60,14,365872.0,-6867.0,372739.0,341356.0
6061,2021-12-28,49,38,211895.0,6643.0,205252.0,177549.0
6062,2021-12-28,48,38,266038.0,32809.0,233229.0,208282.0
6063,2021-12-28,1,28,106932.0,13244.0,93688.0,80849.0
6064,2021-12-28,45,28,82822.0,38733.0,44089.0,37098.0
6065,2021-12-28,51,40,1300789.0,187975.0,1112814.0,1013544.0
6066,2021-12-28,48,40,972679.0,306854.0,665825.0,562181.0
6067,2021-12-28,2,1,481323.0,126337.0,354986.0,261339.0
6068,2021-12-28,38,1,92317.0,27813.0,64504.0,56665.0
6069,2021-12-28,27,33,365219.0,365219.0,0.0,0.0
6070,2021-12-28,54,33,57462.0,57462.0,0.0,0.0
6071,2021-12-28,29,36,806606.0,30373.0,776233.0,672957.0
6072,2021-12-28,9,36,105853.0,-4658.0,110511.0,95996.0
6073,2021-12-28,57,15,382494.0,266185.0,116309.0,73938.0
6074,2021-12-28,39,15,523149.0,381051.0,142098.0,95314.0
6075,2021-12-28,26,29,,,0.0,0.0
6076,2021-12-28,32,29,,,0.0,0.0
6077,2021-12-28,58,46,516398.0,224519.0,291879.0,232203.0
6078,2021-12-28,5,46,64496.0,3916.0,60580.0,53460.0
6079,2021-12-28,23,26,25895.0,22751.0,3144.0,2131.0
6080,2021-12-28,37,26,239266.0,162011.0,77255.0,53711.0
6081,2021-12-28,45,7,76313.0,24803.0,51510.0,43993.0
6082,2021-12-28,41,7,10231.0,4120.0,6111.0,5151.0
6083,2021-12-28,14,2,9512582.0,-82238.0,9594820.0,8320703.0
6084,2021-12-28,20,2,180.0,-1.0,181.0,178.0
6085,2021-12-28,2,44,406499.0,180969.0,225530.0,181615.0
6086,2021-12-28,33,44,174626.0,94678.0,79948.0,68422.0
6087,2021-12-28,14,11,3749062.0,3749062.0,0.0,0.0
6088,2021-12-28,34,11,813.0,813.0,0.0,0.0
6089,2021-12-28,48,41,356950.0,118234.0,238716.0,204403.0
6090,2021-12-28,9,41,60187.0,737.0,59450.0,50765.0
6091,2021-12-28,37,3,1338871.0,239582.0,1099289.0,971286.0
6092,2021-12-28,1,3,241973.0,30623.0,211350.0,185771.0
6093,2021-12-28,10,4,35311.0,35311.0,0.0,0.0
6094,2021-12-28,9,4,16150.0,16150.0,0.0,0.0
6095,2021-12-28,1,17,39147.0,39147.0,0.0,0.0
6096,2021-12-28,58,17,400659.0,400659.0,0.0,0.0
6097,2021-12-28,31,29,,,0.0,0.0
6098,2021-12-28,41,29,,,0.0,0.0
6099,2021-12-28,27,9,1587108.0,314891.0,1272217.0,1171639.0
6100,2021-12-28,12,9,432780.0,12485.0,420295.0,361400.0
6101,2021-12-28,27,6,895096.0,29606.0,865490.0,794074.0
6102,2021-12-28,39,6,1051903.0,-113465.0,1165368.0,969033.0
6103,2021-12-28,56,8,270914.0,15872.0,255042.0,220640.0
6104,2021-12-28,28,8,632609.0,52240.0,580369.0,553973.0
6105,2021-12-28,2,13,,,67954.0,45779.0
6106,2021-12-28,20,13,,,0.0,0.0
6107,2021-12-28,3,31,9447846.0,1708411.0,7739435.0,6595341.0
6108,2021-12-28,55,31,1481616.0,602186.0,879430.0,717596.0
6109,2021-12-28,49,35,570600.0,972.0,569628.0,489233.0
6110,2021-12-28,25,35,442534.0,29553.0,412981.0,389224.0
6111,2021-12-28,4,27,391195.0,-9734.0,400929.0,334531.0
6112,2021-12-28,15,27,599989.0,107044.0,492945.0,457910.0
6113,2021-12-28,37,18,436844.0,138519.0,298325.0,267666.0
6114,2021-12-28,30,18,69615.0,23531.0,46084.0,39303.0
6115,2021-12-28,45,30,27791.0,27791.0,0.0,0.0
6116,2021-12-28,9,30,27866.0,27866.0,0.0,0.0
6117,2021-12-28,51,45,131383.0,131383.0,0.0,0.0
6118,2021-12-28,58,45,204027.0,204027.0,0.0,0.0
6119,2021-12-28,28,19,1832116.0,773417.0,1058699.0,964552.0
6120,2021-12-28,55,19,473032.0,184403.0,288629.0,233222.0
6121,2021-12-28,56,25,294357.0,294357.0,0.0,0.0
6122,2021-12-28,43,25,361937.0,361937.0,0.0,0.0
6123,2021-12-28,6,43,267082.0,-2542.0,269624.0,221240.0
6124,2021-12-28,47,43,556934.0,42023.0,514911.0,464460.0
6125,2021-12-28,17,10,2826.0,294.0,2532.0,2347.0
6126,2021-12-28,38,10,77660.0,31842.0,45818.0,41021.0
6127,2021-12-28,53,10,37709.0,18836.0,18873.0,16158.0
6128,2021-12-28,8,10,1482721.0,321759.0,1160962.0,1038295.0
6129,2021-12-28,17,30,2012.0,2012.0,0.0,0.0
6130,2021-12-28,28,30,353225.0,353225.0,0.0,0.0
6131,2021-12-28,23,31,294730.0,138441.0,156289.0,137825.0
6132,2021-12-28,26,31,673793.0,170876.0,502917.0,418210.0
6133,2021-12-28,54,46,154349.0,15599.0,138750.0,124453.0
6134,2021-12-28,48,46,286878.0,135740.0,151138.0,122993.0
6135,2021-12-28,3,33,550091.0,550091.0,0.0,0.0
6136,2021-12-28,13,33,199782.0,199782.0,0.0,0.0
6137,2021-12-28,51,40,1064099.0,398516.0,665583.0,601658.0
6138,2021-12-28,2,40,1732680.0,305139.0,1427541.0,1073884.0
6139,2021-12-28,44,29,,,82.0,15.0
6140,2021-12-28,38,29,,,41.0,16.0
6141,2021-12-28,49,32,58012.0,58012.0,0.0,0.0
6142,2021-12-28,11,32,5705.0,5705.0,0.0,0.0
6143,2021-12-28,6,45,80870.0,80870.0,0.0,0.0
6144,2021-12-28,5,45,26626.0,26626.0,0.0,0.0
6145,2021-12-28,26,43,101195.0,-7662.0,108857.0,90753.0
6146,2021-12-28,37,43,320281.0,503.0,319778.0,290998.0
6147,2021-12-28,25,34,204730.0,6640.0,198090.0,186666.0
6148,2021-12-28,7,34,288477.0,-11311.0,299788.0,280058.0
6149,2021-12-28,34,8,1178.0,51.0,1127.0,1035.0
6150,2021-12-28,48,8,325644.0,16517.0,309127.0,273692.0
6151,2021-12-28,47,41,431330.0,112967.0,318363.0,283223.0
6152,2021-12-28,21,41,199420.0,41610.0,157810.0,129648.0
6153,2021-12-28,33,9,551093.0,154980.0,396113.0,345753.0
6154,2021-12-28,17,9,7257.0,20.0,7237.0,6846.0
6155,2021-12-28,1,27,302982.0,7364.0,295618.0,268594.0
6156,2021-12-28,17,27,12020.0,1492.0,10528.0,10030.0
6157,2021-12-28,11,26,21231.0,8975.0,12256.0,9629.0
6158,2021-12-28,53,26,43707.0,34834.0,8873.0,5916.0
6159,2021-12-28,31,3,228349.0,-2687.0,231036.0,174786.0
6160,2021-12-28,2,3,2078329.0,501844.0,1576485.0,1188338.0
6161,2021-12-28,36,28,283421.0,144503.0,138918.0,111654.0
6162,2021-12-28,49,28,467399.0,194693.0,272706.0,222210.0
6163,2021-12-28,31,4,13145.0,13145.0,0.0,0.0
6164,2021-12-28,30,4,16776.0,16776.0,0.0,0.0
6165,2021-12-28,4,18,166440.0,40673.0,125767.0,105454.0
6166,2021-12-28,55,18,239599.0,111899.0,127700.0,103845.0
6167,2021-12-28,28,33,337603.0,337603.0,0.0,0.0
6168,2021-12-28,46,33,29784.0,29784.0,0.0,0.0
6169,2021-12-28,16,14,4497337.0,-197904.0,4695241.0,4040695.0
6170,2021-12-28,59,14,3732.0,2329.0,1403.0,1268.0
6171,2021-12-28,31,32,9633.0,9633.0,0.0,0.0
6172,2021-12-28,27,32,147954.0,147954.0,0.0,0.0
6173,2021-12-28,52,16,427305.0,5455.0,421850.0,360979.0
6174,2021-12-28,35,16,165510.0,27678.0,137832.0,120078.0
6175,2021-12-28,17,21,5586.0,702.0,4884.0,4660.0
6176,2021-12-28,2,21,1061564.0,7201.0,1054363.0,786741.0
6177,2021-12-28,18,2,63265.0,4141.0,59124.0,52982.0
6178,2021-12-28,29,2,230573.0,-17664.0,248237.0,209669.0
6179,2021-12-28,50,17,5706.0,5706.0,0.0,0.0
6180,2021-12-28,32,17,140473.0,140473.0,0.0,0.0
6181,2021-12-28,53,6,99009.0,4845.0,94164.0,84666.0
6182,2021-12-28,1,6,129962.0,-20872.0,150834.0,131294.0
6183,2021-12-28,57,37,2874855.0,205027.0,2669828.0,2260711.0
6184,2021-12-28,41,37,31279.0,10942.0,20337.0,17120.0
6185,2021-12-28,58,5,255907.0,255907.0,0.0,0.0
6186,2021-12-28,20,5,475.0,475.0,0.0,0.0
6187,2021-12-28,50,19,17699.0,4909.0,12790.0,11472.0
6188,2021-12-28,58,19,1751826.0,645333.0,1106493.0,913126.0
6189,2021-12-28,55,15,139371.0,117348.0,22023.0,12896.0
6190,2021-12-28,16,15,838717.0,700785.0,137932.0,82743.0
6191,2021-12-28,33,42,417391.0,29651.0,387740.0,348332.0
6192,2021-12-28,26,42,137300.0,-8200.0,145500.0,123848.0
6193,2021-12-28,50,38,645.0,215.0,430.0,389.0
6194,2021-12-28,27,38,519915.0,64629.0,455286.0,422610.0
6195,2021-12-28,23,40,88206.0,35526.0,52680.0,46535.0
6196,2021-12-28,22,40,4994299.0,1149735.0,3844564.0,3323983.0
6197,2021-12-28,19,20,2829821.0,752464.0,2077357.0,1925856.0
6198,2021-12-28,60,20,1591041.0,472088.0,1118953.0,1006500.0
6199,2021-12-28,7,46,277870.0,123047.0,154823.0,136561.0
6200,2021-12-28,56,46,226134.0,121257.0,104877.0,79128.0
6201,2021-12-28,33,35,447876.0,12559.0,435317.0,389668.0
6202,2021-12-28,28,35,1189243.0,76943.0,1112300.0,1055197.0
6203,2021-12-28,33,39,438674.0,180795.0,257879.0,219898.0
6204,2021-12-28,48,39,613462.0,251155.0,362307.0,303137.0
6205,2021-12-28,51,1,321657.0,132537.0,189120.0,165979.0
6206,2021-12-28,32,1,177991.0,35158.0,142833.0,125548.0
6207,2021-12-28,2,39,1028818.0,294807.0,734011.0,558611.0
6208,2021-12-28,35,39,294355.0,95708.0,198647.0,167175.0
6209,2021-12-28,54,5,41982.0,41982.0,0.0,0.0
6210,2021-12-28,48,5,143146.0,143146.0,0.0,0.0
6211,2021-12-28,16,20,10980681.0,2478185.0,8502496.0,7281711.0
6212,2021-12-28,10,20,891137.0,356247.0,534890.0,476271.0
6213,2021-12-28,18,35,217323.0,13838.0,203485.0,185821.0
6214,2021-12-28,44,35,1037580.0,32565.0,1005015.0,921414.0
6215,2021-12-28,16,38,1139456.0,40184.0,1099272.0,952080.0
6216,2021-12-28,7,38,245618.0,12015.0,233603.0,220290.0
6217,2021-12-28,16,34,1136559.0,-106446.0,1243005.0,1070485.0
6218,2021-12-28,47,34,350621.0,5133.0,345488.0,308526.0
6219,2021-12-28,21,19,540309.0,146848.0,393461.0,321038.0
6220,2021-12-28,44,19,1550754.0,582100.0,968654.0,856863.0
6221,2021-12-28,34,33,2080.0,2080.0,0.0,0.0
6222,2021-12-28,52,33,174412.0,174412.0,0.0,0.0
6223,2021-12-28,8,16,2508611.0,263076.0,2245535.0,2033519.0
6224,2021-12-28,20,16,1057.0,-455.0,1512.0,1265.0
6225,2021-12-28,34,40,7559.0,103.0,7456.0,6515.0
6226,2021-12-28,18,40,266939.0,93306.0,173633.0,152671.0
6227,2021-12-28,44,18,752078.0,382469.0,369609.0,330347.0
6228,2021-12-28,1,18,89566.0,24784.0,64782.0,58881.0
6229,2021-12-28,2,17,370302.0,370302.0,0.0,0.0
6230,2021-12-28,3,17,679082.0,679082.0,0.0,0.0
6231,2021-12-28,3,37,6494363.0,348746.0,6145617.0,5226954.0
6232,2021-12-28,27,37,4195159.0,998752.0,3196407.0,2896533.0
6233,2021-12-28,50,15,6942.0,6817.0,125.0,0.0
6234,2021-12-28,34,15,3192.0,1108.0,2084.0,647.0
6235,2021-12-28,55,14,523882.0,32626.0,491256.0,415075.0
6236,2021-12-28,20,14,1992.0,165.0,1827.0,1756.0
6237,2021-12-28,6,36,349384.0,47415.0,301969.0,248647.0
6238,2021-12-28,13,36,638243.0,158263.0,479980.0,428043.0
6239,2021-12-28,19,21,553868.0,77888.0,475980.0,450779.0
6240,2021-12-28,15,21,302178.0,53804.0,248374.0,232236.0
6241,2021-12-28,22,1,1366302.0,361427.0,1004875.0,826271.0
6242,2021-12-28,18,1,74197.0,28652.0,45545.0,39124.0
6243,2021-12-28,4,46,101528.0,29882.0,71646.0,57711.0
6244,2021-12-28,30,46,41569.0,13076.0,28493.0,23270.0
6245,2021-12-28,31,41,41654.0,-7718.0,49372.0,38662.0
6246,2021-12-28,25,41,266994.0,87451.0,179543.0,155870.0
6247,2021-12-28,15,34,150259.0,-682.0,150941.0,140573.0
6248,2021-12-28,33,34,209655.0,2903.0,206752.0,183241.0
6249,2021-12-28,28,40,1833789.0,668897.0,1164892.0,1067257.0
6250,2021-12-28,47,40,1144046.0,307717.0,836329.0,739856.0
6251,2021-12-28,26,8,79028.0,-6616.0,85644.0,73596.0
6252,2021-12-28,13,8,365024.0,33999.0,331025.0,305385.0
6253,2021-12-28,7,28,546070.0,205632.0,340438.0,300072.0
6254,2021-12-28,6,28,380905.0,141676.0,239229.0,190003.0
6255,2021-12-28,55,46,142128.0,68899.0,73229.0,57029.0
6256,2021-12-28,13,46,311043.0,158029.0,153014.0,122653.0
6257,2021-12-28,21,33,90634.0,90634.0,0.0,0.0
6258,2021-12-28,11,33,14126.0,14126.0,0.0,0.0
6259,2021-12-28,58,43,590953.0,52280.0,538673.0,473563.0
6260,2021-12-28,4,43,153123.0,-7513.0,160636.0,136588.0
6261,2021-12-28,16,9,2604207.0,407092.0,2197115.0,1885176.0
6262,2021-12-28,40,9,18865.0,-3104.0,21969.0,20423.0
6263,2021-12-28,29,29,,,169.0,55.0
6264,2021-12-28,27,3,2608051.0,683861.0,1924190.0,1724894.0
6265,2021-12-28,56,3,951374.0,416141.0,535233.0,419253.0
6266,2021-12-28,13,26,286269.0,248535.0,37734.0,24761.0
6267,2021-12-28,14,26,14060489.0,10568575.0,3491914.0,2276944.0
6268,2021-12-28,56,45,90924.0,90924.0,0.0,0.0
6269,2021-12-28,4,45,38051.0,38051.0,0.0,0.0
6270,2021-12-28,8,31,19644854.0,5002080.0,14642774.0,12928726.0
6271,2021-12-28,54,31,1515721.0,134029.0,1381692.0,1230272.0
6272,2021-12-28,20,27,4023.0,-454.0,4477.0,4044.0
6273,2021-12-28,16,27,4267333.0,297394.0,3969939.0,3471990.0
6274,2021-12-28,20,30,598.0,598.0,0.0,0.0
6275,2021-12-28,33,30,139914.0,139914.0,0.0,0.0
6276,2021-12-28,16,32,227774.0,227774.0,0.0,0.0
6277,2021-12-28,19,32,69663.0,69663.0,0.0,0.0
6278,2021-12-28,23,4,10335.0,10335.0,0.0,0.0
6279,2021-12-28,25,4,90740.0,90740.0,0.0,0.0
6280,2021-12-28,41,10,3930.0,2220.0,1710.0,1380.0
6281,2021-12-28,12,10,131492.0,18441.0,113051.0,97893.0
6282,2021-12-28,28,1,520105.0,203564.0,316541.0,280559.0
6283,2021-12-28,49,1,226415.0,91201.0,135214.0,110224.0
6284,2021-12-28,51,5,162694.0,162694.0,0.0,0.0
6285,2021-12-28,1,5,24390.0,24390.0,0.0,0.0
6286,2021-12-28,55,33,91809.0,91809.0,0.0,0.0
6287,2021-12-28,22,33,975267.0,975267.0,0.0,0.0
6288,2021-12-28,41,46,3504.0,1723.0,1781.0,1459.0
6289,2021-12-28,15,46,161399.0,80637.0,80762.0,70289.0
6290,2021-12-28,17,20,24331.0,3869.0,20462.0,18781.0
6291,2021-12-28,13,20,3496935.0,1331269.0,2165666.0,1906815.0
6292,2021-12-28,47,39,761087.0,262263.0,498824.0,433004.0
6293,2021-12-28,17,39,3976.0,-936.0,4912.0,4564.0
6294,2021-12-28,31,21,54334.0,-6479.0,60813.0,49093.0
6295,2021-12-28,33,21,454052.0,80898.0,373154.0,333006.0
6296,2021-12-28,31,34,21633.0,-5038.0,26671.0,22266.0
6297,2021-12-28,54,34,164970.0,-4507.0,169477.0,151913.0
6298,2021-12-28,15,36,297811.0,69209.0,228602.0,212649.0
6299,2021-12-28,52,36,678756.0,-17592.0,696348.0,592448.0
6300,2021-12-28,46,35,89216.0,-12437.0,101653.0,82249.0
6301,2021-12-28,2,35,1046508.0,-221843.0,1268351.0,905595.0
6302,2021-12-28,5,37,465933.0,50924.0,415009.0,373311.0
6303,2021-12-28,59,37,26075.0,12511.0,13564.0,12153.0
6304,2021-12-28,40,15,11091.0,8467.0,2624.0,1387.0
6305,2021-12-28,43,15,265728.0,172435.0,93293.0,63333.0
6306,2021-12-28,1,38,67189.0,-3041.0,70230.0,62259.0
6307,2021-12-28,4,38,86359.0,-1020.0,87379.0,75280.0
6308,2021-12-28,51,29,,,327.0,48.0
6309,2021-12-28,56,18,372001.0,217146.0,154855.0,120432.0
6310,2021-12-28,51,28,658508.0,119420.0,539088.0,470860.0
6311,2021-12-28,56,17,179166.0,179166.0,0.0,0.0
6312,2021-12-28,6,40,630141.0,165046.0,465095.0,378322.0
6313,2021-12-28,43,40,1016290.0,83394.0,932896.0,823617.0
6314,2021-12-28,11,14,125039.0,-15827.0,140866.0,126424.0
6315,2021-12-28,52,14,1169332.0,-192290.0,1361622.0,1088826.0
6316,2021-12-28,37,35,522131.0,-8471.0,530602.0,485878.0
6317,2021-12-28,47,35,751699.0,15968.0,735731.0,660247.0
6318,2021-12-28,52,5,141610.0,141610.0,0.0,0.0
6319,2021-12-28,21,5,71555.0,71555.0,0.0,0.0
6320,2021-12-28,20,46,1178.0,289.0,889.0,754.0
6321,2021-12-28,6,46,198340.0,83349.0,114991.0,91284.0
6322,2021-12-28,6,18,320490.0,157196.0,163294.0,136135.0
6323,2021-12-28,49,18,382443.0,195813.0,186630.0,157921.0
6324,2021-12-28,43,39,613913.0,108827.0,505086.0,434829.0
6325,2021-12-28,51,39,662656.0,307925.0,354731.0,314368.0
6326,2021-12-28,21,20,1535329.0,432475.0,1102854.0,900324.0
6327,2021-12-28,29,20,4335262.0,709335.0,3625927.0,3111727.0
6328,2021-12-28,17,36,6434.0,794.0,5640.0,5367.0
6329,2021-12-28,30,6,84551.0,-9725.0,94276.0,80307.0
6330,2021-12-28,49,15,221470.0,188785.0,32685.0,19319.0
6331,2021-12-28,13,15,298732.0,260022.0,38710.0,25237.0
6332,2021-12-28,16,40,3367037.0,692261.0,2674776.0,2281465.0
6333,2021-12-28,15,40,470427.0,139045.0,331382.0,301304.0
6334,2021-12-28,59,16,3840.0,1382.0,2458.0,2218.0
6335,2021-12-28,32,16,263437.0,38343.0,225094.0,206325.0
6336,2021-12-28,58,37,3586911.0,1206495.0,2380416.0,1964369.0
6337,2021-12-28,1,37,400191.0,46904.0,353287.0,313870.0
6338,2021-12-28,51,33,203683.0,203683.0,0.0,0.0
6339,2021-12-28,53,33,29882.0,29882.0,0.0,0.0
6340,2021-12-28,41,34,5616.0,600.0,5016.0,4287.0
6341,2021-12-28,58,2,240700.0,15761.0,224939.0,197389.0
6342,2021-12-28,37,17,202773.0,202773.0,0.0,0.0
6343,2021-12-28,18,17,57292.0,57292.0,0.0,0.0
6344,2021-12-28,35,21,272193.0,30917.0,241276.0,212315.0
6345,2021-12-28,32,21,403506.0,56603.0,346903.0,321527.0
6346,2021-12-28,40,38,2962.0,-115.0,3077.0,2930.0
6347,2021-12-28,41,38,4522.0,834.0,3688.0,3164.0
6348,2021-12-28,36,19,460533.0,210654.0,249879.0,209268.0
6349,2021-12-28,31,19,150027.0,-6256.0,156283.0,119622.0
6350,2021-12-28,51,14,1085743.0,80607.0,1005136.0,937917.0
6351,2021-12-28,43,14,959396.0,-32302.0,991698.0,897074.0
6352,2021-12-28,40,1,8754.0,-228.0,8982.0,8012.0
6353,2021-12-28,30,1,40925.0,8864.0,32061.0,26066.0
6354,2021-12-28,13,35,681396.0,53956.0,627440.0,575014.0
6355,2021-12-28,41,35,12354.0,1755.0,10599.0,9044.0
6356,2021-12-28,56,29,,,29.0,0.0
6357,2021-12-28,6,29,,,15.0,0.0
6358,2021-12-28,22,43,1489201.0,139789.0,1349412.0,1198181.0
6359,2021-12-28,55,43,221053.0,16867.0,204186.0,170760.0
6360,2021-12-28,1,45,20224.0,20224.0,0.0,0.0
6361,2021-12-28,44,45,176956.0,176956.0,0.0,0.0
6362,2021-12-28,51,9,815583.0,279649.0,535934.0,490436.0
6363,2021-12-28,50,9,12521.0,3044.0,9477.0,8648.0
6364,2021-12-28,42,30,26153.0,26153.0,0.0,0.0
6365,2021-12-28,58,30,334896.0,334896.0,0.0,0.0
6366,2021-12-28,12,11,34109.0,34109.0,0.0,0.0
6367,2021-12-28,44,11,107556.0,107556.0,0.0,0.0
6368,2021-12-28,29,3,1772094.0,261667.0,1510427.0,1275801.0
6369,2021-12-28,3,3,4138656.0,265547.0,3873109.0,3247801.0
6370,2021-12-28,45,26,34693.0,28330.0,6363.0,4012.0
6371,2021-12-28,60,26,178207.0,130857.0,47350.0,31791.0
6372,2021-12-28,47,7,712987.0,209530.0,503457.0,440903.0
6373,2021-12-28,52,7,719010.0,16102.0,702908.0,585810.0
6374,2021-12-28,19,17,215635.0,215635.0,0.0,0.0
6375,2021-12-28,45,17,33071.0,33071.0,0.0,0.0
6376,2021-12-28,11,44,21077.0,3383.0,17694.0,16004.0
6377,2021-12-28,56,44,189428.0,113776.0,75652.0,58653.0
6378,2021-12-28,41,13,,,413.0,283.0
6379,2021-12-28,55,13,,,50340.0,32358.0
6380,2021-12-28,36,27,566118.0,127536.0,438582.0,395563.0
6381,2021-12-28,12,27,764866.0,-32564.0,797430.0,688629.0
6382,2021-12-28,37,31,2901348.0,757926.0,2143422.0,1899979.0
6383,2021-12-28,57,31,4340587.0,768348.0,3572239.0,3004626.0
6384,2021-12-28,46,19,138965.0,42590.0,96375.0,78883.0
6385,2021-12-28,19,19,925864.0,269910.0,655954.0,604928.0
6386,2021-12-28,58,25,656566.0,656566.0,0.0,0.0
6387,2021-12-28,57,25,514690.0,514690.0,0.0,0.0
6388,2021-12-28,12,8,188599.0,-29672.0,218271.0,183597.0
6389,2021-12-28,21,8,158621.0,2602.0,156019.0,131351.0
6390,2021-12-28,46,18,70543.0,29800.0,40743.0,31156.0
6391,2021-12-28,40,18,16772.0,1573.0,15199.0,13424.0
6392,2021-12-28,37,4,99513.0,99513.0,0.0,0.0
